UID,SEX,AGE,JOB,AREA,CITY,INCOME,COFFEE,FLOWERTEA,MILKTEA,TEA,JUICE,INTERNET,EMAIL
164,F,37,CC,south,pingtumg,42054,F,F,T,F,F,F,F
455,M,59,BB,south,pingtumg,50015,F,F,T,F,T,T,T
497,M,25,BB,south,pingtumg,13124,T,T,T,T,T,T,T
155,M,51,EE,south,pingtumg,64406,F,F,T,F,F,T,T
974,F,41,BB,south,pingtumg,67808,F,F,T,F,F,T,T
467,M,40,LL,south,pingtumg,59371,F,F,T,F,F,T,T
150,M,55,BB,south,pingtumg,52549,F,T,T,T,T,T,T
141,F,47,BB,south,pingtumg,77225,F,T,T,T,T,T,T
545,F,56,HH,middle,taichung,68010,F,T,T,T,T,T,T
528,M,21,BB,middle,taichung,12487,F,F,T,F,T,T,T
786,F,28,EE,middle,taichung,67367,F,F,T,F,T,F,T
544,F,22,HH,middle,taichung,16600,F,F,F,T,F,T,T
787,F,24,EE,middle,taichung,31999,F,T,T,T,T,F,F
543,F,51,HH,middle,taichung,23334,F,F,T,F,T,T,T
788,F,48,EE,middle,taichung,13738,F,T,T,T,T,T,T
532,F,55,FF,middle,taichung,25230,F,F,T,F,T,T,T
561,F,28,LL,middle,taichung,46035,F,F,T,F,T,T,T
244,M,26,BB,middle,taichung,37654,F,T,T,T,T,T,T
934,F,24,BB,middle,taichung,15732,F,T,T,T,T,T,T
560,M,33,LL,middle,taichung,55055,F,F,T,F,F,T,T
789,F,34,EE,middle,taichung,29089,F,F,T,F,F,T,T
785,F,51,EE,middle,taichung,35142,F,F,T,T,T,T,T
559,F,30,BB,middle,taichung,62578,F,F,T,F,T,T,T
741,F,52,BB,middle,taichung,53066,F,F,F,T,T,T,T
784,F,66,EE,middle,taichung,14449,T,F,F,F,F,T,T
548,F,38,EE,middle,taichung,49943,T,F,T,T,T,T,T
492,M,69,BB,south,tainan,46798,F,T,F,F,F,T,T
149,M,32,JJ,south,tainan,13580,T,F,T,T,T,T,F
245,M,25,BB,south,tainan,20915,T,T,F,T,F,T,T
133,M,58,CC,south,tainan,63020,F,F,T,T,T,T,T
130,M,38,CC,south,tainan,60502,F,T,F,F,F,T,T
496,M,36,BB,south,tainan,38188,F,F,T,F,T,T,T
503,M,67,BB,south,tainan,57362,F,T,T,F,T,T,T
88,M,28,AA,south,tainan,49188,F,F,T,F,T,T,T
127,M,55,CC,south,tainan,15925,F,T,T,T,T,T,T
132,M,21,CC,south,tainan,50618,F,F,T,F,F,T,T
1012,F,31,BB,south,tainan,74226,F,T,T,F,T,T,T
4,F,66,LL,north,taipei,41136,F,F,T,F,F,T,T
122,M,67,NN,north,taipei,58246,T,F,T,F,T,T,T
593,M,64,BB,north,taipei,63097,T,F,T,F,T,T,T
487,M,65,BB,north,taipei,42577,F,T,T,T,T,T,T
58,M,29,CC,north,taipei,29784,T,F,T,F,T,T,T
675,F,48,EE,north,taipei,61109,F,F,T,F,F,F,F
18,F,53,EE,north,taipei,26450,F,F,T,T,T,T,T
39,M,34,AA,north,taipei,65205,F,T,T,T,T,T,T
81,M,28,MM,north,taipei,17494,F,T,T,T,T,T,T
6,F,56,LL,north,taipei,28830,T,F,T,F,T,T,T
12,F,50,AA,north,taipei,31978,F,F,T,F,T,T,T
63,M,25,AA,north,taipei,36829,F,F,T,F,F,T,T
827,M,66,JJ,north,taipei,61748,T,F,F,F,F,T,F
19,F,64,BB,north,taipei,63169,T,F,T,F,T,T,T
16,M,34,LL,north,taipei,28709,F,F,T,T,T,T,T
689,M,39,CC,north,taipei,45461,T,F,T,T,T,T,T
10,F,55,LL,north,taipei,37920,F,T,F,T,F,T,T
890,M,45,MM,north,taipei,79710,F,T,F,T,T,F,F
574,M,66,GG,north,taipei,36265,F,T,F,T,F,T,T
707,M,58,CC,north,taipei,64031,F,T,F,T,F,T,T
9,M,55,CC,north,taipei,51788,F,T,T,T,T,T,T
121,F,40,BB,north,taipei,31525,F,F,T,F,T,T,T
22,M,66,BB,north,taipei,74819,F,F,T,F,T,T,T
606,F,36,BB,north,taipei,53074,F,T,F,T,F,T,T
892,M,50,JJ,north,taipei,50365,T,F,T,T,T,T,T
713,M,51,CC,north,taipei,78992,F,F,T,F,T,F,F
592,M,21,CC,north,taipei,35490,F,F,T,F,T,F,F
5,F,63,EE,north,taipei,14384,F,F,T,T,T,T,T
30,F,59,GG,north,taipei,74838,F,F,T,T,T,T,T
617,F,23,LL,north,taipei,32569,F,F,T,F,T,T,T
704,F,20,NN,north,taipei,54809,F,F,F,T,F,T,T
27,F,59,LL,north,taipei,50653,F,F,T,F,F,T,T
82,F,48,EE,north,taipei,63314,F,T,T,T,T,T,T
692,F,69,AA,north,taipei,32584,F,F,T,F,F,T,T
693,F,67,FF,north,taipei,40938,F,F,T,F,F,F,F
694,M,45,FF,north,taipei,27124,F,F,T,F,T,F,F
686,M,60,EE,north,taipei,18332,F,T,T,T,T,T,T
690,F,66,MM,north,taipei,69058,F,F,T,F,F,T,T
466,M,53,LL,east,taitung,68707,F,T,F,T,F,T,T
470,M,63,LL,east,taitung,38958,T,T,T,T,T,T,T
471,M,70,LL,east,taitung,68479,F,T,F,T,F,T,T
473,F,68,LL,east,taitung,42958,F,T,F,T,F,T,T
516,M,44,BB,east,taitung,17665,F,T,F,T,F,T,T
482,M,24,LL,east,taitung,14441,T,T,T,T,T,T,T
468,M,26,LL,east,taitung,17914,T,T,T,T,T,T,T
506,F,70,BB,east,taitung,58609,F,F,T,F,F,T,T
462,M,33,LL,east,taitung,59062,T,T,T,T,T,T,T
469,F,60,LL,east,taitung,52146,F,F,T,F,T,T,T
472,M,57,LL,east,taitung,43192,F,F,F,F,T,T,T
463,M,62,LL,east,taitung,70064,F,F,T,T,T,T,T
515,M,58,BB,east,taitung,59644,F,T,T,T,T,T,F
460,M,50,BB,east,taitung,21586,T,F,F,F,F,T,T
505,M,62,BB,east,taitung,23374,T,T,F,T,F,T,T
888,M,40,EE,north,taoyuan,54206,F,T,T,T,T,T,T
166,M,63,CC,north,taoyuan,43618,T,F,F,F,T,T,T
899,F,54,EE,north,taoyuan,75600,F,T,F,T,F,T,T
578,M,41,CC,north,taoyuan,15223,T,T,F,T,F,T,T
737,F,28,DD,north,taoyuan,37536,F,F,T,F,F,F,F
836,F,65,EE,north,taoyuan,54176,F,F,T,F,F,T,T
733,M,57,BB,north,taoyuan,68788,F,T,F,T,F,T,F
170,M,42,MM,north,taoyuan,14665,F,F,F,T,F,T,T
878,F,21,EE,north,taoyuan,56900,F,T,T,T,T,T,T
887,M,28,MM,north,taoyuan,68135,F,F,T,T,T,F,F
877,M,21,MM,north,taoyuan,22528,F,T,T,T,T,T,T
841,M,67,BB,north,taoyuan,71389,T,F,T,F,T,T,T
905,F,32,JJ,north,taoyuan,44479,F,T,F,T,F,T,T
3,M,68,LL,east,yilan,73045,F,F,T,F,F,T,T
491,M,46,BB,middle,yunlin,55031,F,F,F,T,F,T,T
632,F,67,NN,middle,yunlin,71487,F,F,T,F,T,T,T
139,F,46,JJ,south,chiayi,14021,F,F,T,T,T,T,T
296,M,69,BB,north,hsinchu,18475,F,T,F,T,F,T,T
316,F,38,BB,north,hsinchu,17018,F,F,T,F,F,T,T
178,F,42,NN,north,hsinchu,46706,F,F,T,T,T,T,T
187,M,41,DD,north,hsinchu,57833,F,F,T,F,T,F,F
298,M,33,II,north,hsinchu,20867,F,T,T,T,T,T,T
319,M,65,CC,north,hsinchu,11955,F,T,F,T,F,T,T
295,M,34,CC,north,hsinchu,40976,F,T,T,T,T,T,T
323,M,24,BB,north,hsinchu,62077,F,F,T,F,T,T,T
305,F,31,II,north,hsinchu,61281,F,T,F,T,F,T,T
500,M,65,BB,east,hualien,42158,T,F,T,F,T,T,T
511,M,31,BB,east,hualien,50587,F,T,F,T,F,F,T
1007,M,34,DD,south,kaohsiung,76463,F,T,F,F,F,F,F
1011,M,35,MM,south,kaohsiung,55231,F,T,F,F,F,F,F
1006,F,35,EE,south,kaohsiung,38398,F,T,T,F,T,F,T
1010,F,59,EE,south,kaohsiung,12823,F,T,T,F,T,F,F
854,F,36,EE,south,kaohsiung,33500,F,T,T,F,T,F,F
1009,F,29,FF,south,kaohsiung,49071,F,T,T,F,T,F,F
1005,F,41,LL,south,kaohsiung,48554,F,T,T,F,T,T,T
182,F,58,BB,north,keelung,42387,F,F,T,F,T,T,F
177,M,30,FF,north,keelung,44776,F,F,F,T,F,T,T
339,M,62,CC,middle,miaoli,19698,T,F,T,F,T,F,F
332,M,64,CC,middle,miaoli,58254,F,T,T,T,T,F,F
331,M,31,DD,middle,miaoli,74072,F,T,F,T,F,F,F
771,M,58,BB,middle,miaoli,25869,T,F,T,F,T,T,T
938,M,23,BB,middle,nantou,78816,T,F,T,F,T,T,T
114,M,61,BB,south,penghu,27784,F,T,F,T,F,T,T
137,M,62,CC,south,pingtumg,71071,F,F,T,F,T,F,F
485,M,32,BB,south,pingtumg,26098,F,T,T,T,T,T,T
163,M,26,EE,south,pingtumg,39020,F,T,T,T,T,F,F
153,F,59,JJ,south,pingtumg,39664,F,F,T,F,T,F,F
537,F,62,FF,middle,taichung,19117,F,T,T,T,T,T,F
791,F,67,EE,middle,taichung,33498,F,T,F,T,F,F,F
534,F,45,FF,middle,taichung,17980,F,T,T,T,T,T,T
743,F,46,GG,middle,taichung,34224,F,T,F,T,F,T,T
746,F,49,NN,middle,taichung,26672,F,T,T,T,T,T,F
790,M,65,JJ,middle,taichung,41210,F,F,T,T,T,T,T
540,F,64,FF,middle,taichung,78779,F,F,F,T,F,T,T
136,F,25,CC,south,tainan,74420,F,T,F,T,F,T,T
131,F,25,CC,south,tainan,31244,F,T,F,T,F,T,T
40,F,32,CC,north,taipei,66456,T,T,F,T,T,T,T
830,M,30,EE,north,taipei,54496,T,F,T,F,T,F,F
879,M,36,MM,north,taipei,28691,T,F,T,T,T,T,T
552,M,40,FF,north,taipei,19399,F,F,T,F,T,F,F
573,M,41,NN,north,taipei,23697,F,T,F,T,F,T,T
671,M,43,EE,north,taipei,47010,F,F,T,F,F,F,F
678,F,23,EE,north,taipei,76391,T,F,T,T,T,T,T
465,M,66,LL,east,taitung,78218,F,T,T,T,T,T,T
481,M,54,LL,east,taitung,29309,T,F,T,F,T,T,T
489,M,41,BB,east,taitung,64708,F,T,T,T,T,T,T
517,M,59,BB,east,taitung,59772,F,F,T,F,T,T,T
510,M,51,BB,east,taitung,20173,F,F,T,F,T,T,T
834,M,53,JJ,north,taoyuan,58829,F,F,T,T,T,T,T
904,F,26,EE,north,taoyuan,50399,T,T,T,T,T,F,F
837,F,23,MM,north,taoyuan,22172,T,F,T,F,T,F,F
493,M,50,BB,north,taoyuan,56083,F,F,T,F,F,T,T
829,M,26,EE,north,taoyuan,18032,F,F,T,F,F,T,T
246,M,60,BB,middle,yunlin,78104,F,F,T,F,T,T,T
234,F,39,NN,middle,yunlin,61852,T,F,T,F,T,F,F
816,F,46,BB,middle,chiayi,28873,F,F,T,F,F,F,F
322,M,35,BB,north,hsinchu,64737,F,F,T,F,T,T,T
300,M,28,II,north,hsinchu,21749,F,T,F,T,F,T,T
1004,M,63,EE,south,kaohsiung,13605,F,T,T,F,T,T,T
253,F,51,CC,south,kaohsiung,42414,F,T,F,T,F,F,F
176,F,54,BB,south,kaohsiung,46750,F,F,F,F,T,F,F
856,M,36,BB,south,kaohsiung,42755,F,T,T,F,T,T,T
852,F,32,EE,south,kaohsiung,59415,F,T,T,F,T,F,F
849,M,31,JJ,south,kaohsiung,68496,F,F,T,F,F,F,F
727,M,69,II,north,keelung,25908,F,F,T,T,T,F,F
340,F,52,CC,middle,miaoli,34016,T,F,F,F,T,F,F
754,M,54,NN,middle,taichung,57884,F,F,T,F,T,F,F
750,F,69,EE,middle,taichung,61015,T,T,T,T,T,F,F
752,M,32,GG,middle,taichung,72348,T,T,T,T,T,F,F
191,F,43,KK,south,tainan,39039,F,F,T,F,T,T,F
135,M,62,CC,south,tainan,18778,F,F,T,F,T,T,T
486,M,41,BB,east,taitung,60571,F,F,T,F,T,T,F
903,F,37,EE,north,taoyuan,29604,T,F,T,F,T,F,F
