1 Q-E,2 ZN-E,3 PH-E,4 DBO-E,5 DQO-E,6 SS-E,7 SSV-E,8 SED-E,9 COND-E,10 PH-P,11 DBO-P,12 SS-P,13 SSV-P,14 SED-P,15 COND-P,16 PH-D,17 DBO-D,18 DQO-D,19 SS-D,20 SSV-D,21 SED-D,22 COND-D,23 PH-S,24 DBO-S,25 DQO-S,26 SS-S,27 SSV-S,28 SED-S,29 COND-S,30 RD-DBO-P,31 RD-SS-P,32 RD-SED-P,33 RD-DBO-S,34 RD-DQO-S,35 RD-DBO-G,36 RD-DQO-G,37 RD-SS-G,38 RD-SED-G,D-1/3/90
33434.00 ,3.2,7.90 ,223,538,284.00 ,62.70 ,7.50 ,1425.00 ,8.00 ,218,256.00 ,63.30 ,6.50 ,1441.00 ,7.90 ,153,355.00 ,112.00 ,78.60 ,0.50 ,1403.00 ,7.90 ,18,104.00 ,19.00 ,84.20 ,0.02 ,1391.00 ,29.8,56.30 ,92.30 ,88.2,70.7,91.9,80.7,93.30 ,99.70 ,D-16/5/91
35571.00 ,1.75,7.20 ,166,549,138.00 ,63.80 ,0.00 ,1769.00 ,7.40 ,197,426.00 ,49.80 ,0.00 ,1882.00 ,7.50 ,111,287.00 ,74.00 ,70.30 ,0.00 ,2100.00 ,7.60 ,15,85.00 ,9.00 ,88.90 ,0.00 ,2030.00 ,43.7,82.60 ,0.00 ,86.5,70.4,91,84.5,93.50 ,68.20 ,D-16/6/91
31293.00 ,1,7.70 ,150,337,182.00 ,0.00 ,3.00 ,1189.00 ,7.70 ,117,190.00 ,68.40 ,2.50 ,1199.00 ,7.70 ,108,256.00 ,62.00 ,0.00 ,0.50 ,1282.00 ,7.80 ,18,85.00 ,20.00 ,76.00 ,0.00 ,1378.00 ,7.7,67.40 ,80.00 ,83.3,66.8,88,74.8,89.00 ,100.00 ,D-16/7/90
0.00 ,5.7,7.70 ,197,545,254.00 ,59.80 ,6.00 ,1202.00 ,7.70 ,182,248.00 ,61.00 ,4.00 ,1218.00 ,7.70 ,120,325.00 ,124.00 ,77.00 ,0.60 ,1168.00 ,7.60 ,20,216.00 ,18.00 ,100.00 ,0.00 ,1205.00 ,34.1,50.00 ,85.00 ,83.3,33.5,89.8,60.4,92.90 ,100.00 ,D-16/7/91
35098.00 ,0.8,7.80 ,100,256,234.00 ,37.60 ,2.50 ,993.00 ,7.80 ,97,168.00 ,50.00 ,1.30 ,953.00 ,7.80 ,0.00 ,140.00 ,95.00 ,52.60 ,0.40 ,1034.00 ,8.00 ,11,58.00 ,10.00 ,76.00 ,0.00 ,985.00 ,0.00 ,43.50 ,68.00 ,0.00 ,58.6,89,77.3,95.70 ,100.00 ,D-16/8/90
32845.00 ,0.23,7.60 ,84,251,98.00 ,71.40 ,2.00 ,866.00 ,7.60 ,110,104.00 ,67.30 ,1.50 ,877.00 ,7.60 ,54,161.00 ,66.00 ,69.70 ,0.30 ,840.00 ,7.60 ,7,49.00 ,17.00 ,87.10 ,0.02 ,879.00 ,50.9,36.50 ,80.00 ,87,69.6,91.7,80.5,82.70 ,99.00 ,D-16/8/91
41206.00 ,3.3,7.80 ,117,366,500.00 ,27.20 ,4.20 ,3230.00 ,7.80 ,135,620.00 ,32.30 ,7.00 ,3170.00 ,7.70 ,81,181.00 ,106.00 ,49.10 ,0.20 ,3690.00 ,7.80 ,12,67.00 ,12.00 ,75.00 ,0.00 ,3950.00 ,40,82.90 ,97.10 ,85.2,63,89.7,81.7,97.60 ,100.00 ,D-16/9/90
47449.00 ,1.7,7.80 ,170,401,158.00 ,67.10 ,4.00 ,1292.00 ,7.80 ,184,172.00 ,69.80 ,3.50 ,1413.00 ,7.80 ,167,345.00 ,102.00 ,74.50 ,0.70 ,1568.00 ,7.50 ,26,87.00 ,27.00 ,77.80 ,0.05 ,1635.00 ,9.2,40.70 ,80.00 ,84.4,74.8,84.7,78.3,82.90 ,98.80 ,D-17/1/90
49174.00 ,0.65,7.90 ,188,434,126.00 ,66.70 ,2.50 ,2450.00 ,8.10 ,159,156.00 ,67.90 ,3.00 ,2680.00 ,8.20 ,139,422.00 ,90.00 ,71.10 ,1.00 ,2950.00 ,7.80 ,22,155.00 ,28.00 ,78.60 ,0.05 ,2740.00 ,12.6,42.30 ,66.70 ,84.2,63.3,88.3,64.3,77.80 ,98.00 ,D-17/1/91
52258.00 ,1.5,8.40 ,195,246,172.00 ,60.50 ,3.50 ,1631.00 ,8.30 ,184,156.00 ,69.20 ,3.80 ,1564.00 ,8.20 ,92,165.00 ,86.00 ,72.10 ,0.40 ,1626.00 ,8.00 ,11,42.00 ,18.00 ,77.80 ,0.01 ,1635.00 ,50,44.90 ,89.30 ,88,74.5,94.4,82.9,89.50 ,99.70 ,D-17/10/90
34820.00 ,0.25,8.10 ,185,439,256.00 ,56.30 ,7.50 ,2210.00 ,7.90 ,180,316.00 ,53.20 ,7.00 ,2070.00 ,7.90 ,121,247.00 ,102.00 ,72.60 ,0.30 ,1770.00 ,7.80 ,33,47.00 ,21.00 ,80.00 ,0.02 ,1539.00 ,32.8,67.70 ,96.40 ,72.7,81,82.2,89.3,91.80 ,99.70 ,D-17/10/91
34492.00 ,0.4,7.90 ,253,354,162.00 ,76.50 ,3.50 ,1443.00 ,8.00 ,232,202.00 ,71.30 ,4.00 ,1455.00 ,8.20 ,162,287.00 ,96.00 ,81.30 ,0.50 ,1520.00 ,7.90 ,16,69.00 ,12.00 ,90.00 ,0.01 ,1689.00 ,30.2,52.50 ,87.50 ,90.1,76,93.7,80.5,92.60 ,99.70 ,D-17/12/90
34461.00 ,6.2,8.10 ,222,662,252.00 ,68.30 ,6.50 ,1734.00 ,8.20 ,250,310.00 ,7.10 ,7.30 ,1733.00 ,8.20 ,175,346.00 ,104.00 ,78.80 ,0.60 ,1789.00 ,7.80 ,24,86.00 ,25.00 ,96.00 ,0.07 ,1821.00 ,30,66.50 ,91.70 ,86.3,75.1,89.2,87,90.10 ,99.00 ,D-17/2/91
31789.00 ,2.1,7.90 ,215,549,234.00 ,71.80 ,5.50 ,2370.00 ,7.90 ,328,272.00 ,72.30 ,5.00 ,2410.00 ,7.90 ,204,428.00 ,112.00 ,78.60 ,1.00 ,2360.00 ,7.80 ,18,101.00 ,18.00 ,88.90 ,0.00 ,2300.00 ,37.8,58.80 ,80.00 ,91.2,76.4,91.6,81.6,92.30 ,100.00 ,D-17/3/91
29624.00 ,1.4,7.50 ,184,219,148.00 ,62.20 ,3.00 ,1530.00 ,7.50 ,189,146.00 ,60.30 ,2.00 ,1553.00 ,7.50 ,92,192.00 ,78.00 ,76.90 ,0.30 ,1560.00 ,7.50 ,18,37.00 ,22.00 ,72.70 ,0.02 ,1100.00 ,51.3,46.60 ,85.00 ,80.4,80.7,90.2,83.1,85.10 ,99.30 ,D-17/4/90
33371.00 ,0.82,7.80 ,290,448,218.00 ,66.90 ,5.50 ,1842.00 ,8.00 ,254,200.00 ,62.00 ,5.00 ,1829.00 ,7.90 ,137,312.00 ,90.00 ,75.50 ,0.30 ,1856.00 ,7.80 ,19,92.00 ,22.00 ,79.50 ,0.05 ,1843.00 ,46.1,55.00 ,94.00 ,86.1,70.5,93.4,79.5,89.90 ,99.10 ,D-17/4/91
36591.00 ,1.2,7.80 ,0.00 ,499,248.00 ,56.50 ,6.50 ,1213.00 ,7.80 ,0.00 ,304.00 ,57.90 ,7.20 ,1264.00 ,7.80 ,0.00 ,334.00 ,98.00 ,77.60 ,0.20 ,1420.00 ,7.60 ,0.00 ,77.00 ,20.00 ,75.00 ,0.00 ,1395.00 ,0.00 ,67.80 ,97.20 ,0.00 ,76.9,0.00 ,84.6,91.90 ,100.00 ,D-17/5/90
31967.00 ,3.25,7.90 ,222,516,456.00 ,46.50 ,8.50 ,1335.00 ,7.90 ,302,374.00 ,52.90 ,9.00 ,1393.00 ,7.80 ,161,352.00 ,110.00 ,74.60 ,0.40 ,1450.00 ,7.70 ,21,96.00 ,19.00 ,82.10 ,0.02 ,1493.00 ,46.7,70.60 ,95.60 ,87,72.7,90.5,81.4,95.80 ,99.80 ,D-17/5/91
41948.00 ,1.5,7.70 ,198,396,216.00 ,52.80 ,3.00 ,1282.00 ,7.80 ,245,328.00 ,47.60 ,5.00 ,1321.00 ,7.70 ,109,244.00 ,120.00 ,56.70 ,0.30 ,1304.00 ,7.80 ,23,105.00 ,32.00 ,71.30 ,0.02 ,1295.00 ,55.5,63.40 ,94.00 ,78.9,57,88.4,73.5,85.20 ,99.30 ,D-17/6/90
33210.00 ,1.25,7.50 ,164,353,218.00 ,61.50 ,4.50 ,1535.00 ,7.60 ,185,244.00 ,58.20 ,5.00 ,1489.00 ,7.70 ,107,229.00 ,80.00 ,75.00 ,0.20 ,1573.00 ,7.60 ,15,59.00 ,14.00 ,71.40 ,0.02 ,1679.00 ,42.2,67.20 ,97.00 ,86,74.2,90.9,83.3,93.60 ,99.60 ,D-17/6/91
36010.00 ,1,7.90 ,189,424,264.00 ,55.30 ,4.00 ,2270.00 ,7.80 ,190,318.00 ,54.70 ,5.50 ,2310.00 ,8.00 ,119,250.00 ,90.00 ,66.70 ,0.40 ,2130.00 ,8.00 ,16,68.00 ,21.00 ,78.10 ,0.00 ,1848.00 ,37.4,71.70 ,93.60 ,86.6,72.8,91.5,84,92.00 ,100.00 ,D-17/7/90
0.00 ,1.1,7.60 ,149,412,208.00 ,57.70 ,4.30 ,1593.00 ,7.70 ,127,194.00 ,60.80 ,4.00 ,1710.00 ,7.70 ,96,298.00 ,128.00 ,65.60 ,0.70 ,1606.00 ,7.80 ,17,110.00 ,22.00 ,83.60 ,0.00 ,1602.00 ,24.4,34.00 ,82.50 ,82.3,63.1,88.6,73.3,89.40 ,100.00 ,D-17/7/91
38052.00 ,0.8,7.60 ,94,409,194.00 ,57.70 ,2.50 ,997.00 ,7.60 ,0.00 ,192.00 ,54.20 ,2.50 ,996.00 ,7.70 ,0.00 ,194.00 ,103.00 ,57.30 ,0.70 ,988.00 ,7.90 ,14,65.00 ,11.00 ,69.10 ,0.02 ,990.00 ,0.00 ,46.40 ,72.00 ,0.00 ,66.5,85.1,84.1,94.30 ,99.20 ,D-17/8/90
15519.00 ,3.6,7.60 ,148,400,564.00 ,31.60 ,7.00 ,1554.00 ,7.60 ,235,798.00 ,28.60 ,11.00 ,1515.00 ,7.60 ,49,151.00 ,120.00 ,48.30 ,0.40 ,1259.00 ,7.70 ,11,54.00 ,9.00 ,80.00 ,0.00 ,1267.00 ,79.1,85.00 ,96.80 ,77.6,64.2,92.6,86.5,98.40 ,100.00 ,D-17/9/90
43940.00 ,3.5,7.80 ,149,361,186.00 ,62.40 ,3.20 ,1651.00 ,7.80 ,204,204.00 ,66.70 ,5.00 ,1751.00 ,7.90 ,155,345.00 ,106.00 ,69.80 ,0.50 ,1623.00 ,7.50 ,27,103.00 ,38.00 ,81.60 ,0.05 ,1597.00 ,24,48.00 ,90.00 ,82.6,70.1,81.9,71.5,79.60 ,98.40 ,D-18/1/90
45151.00 ,0.5,8.20 ,166,307,118.00 ,79.70 ,4.00 ,1697.00 ,8.20 ,214,130.00 ,80.00 ,3.50 ,1661.00 ,8.20 ,148,295.00 ,96.00 ,77.10 ,1.20 ,1624.00 ,7.70 ,19,116.00 ,27.00 ,88.30 ,0.02 ,1821.00 ,30.8,26.20 ,65.70 ,87.2,60.7,88.6,62.2,77.10 ,100.00 ,D-18/1/91
49493.00 ,3.7,8.10 ,102,269,156.00 ,52.60 ,2.50 ,1082.00 ,7.90 ,177,152.00 ,52.60 ,2.50 ,1180.00 ,8.00 ,68,165.00 ,76.00 ,71.10 ,0.20 ,1041.00 ,7.80 ,10,54.00 ,13.00 ,83.10 ,0.02 ,1079.00 ,61.6,50.00 ,92.00 ,85.3,67.3,90.2,79.9,91.70 ,99.20 ,D-18/10/90
31780.00 ,0.14,7.70 ,175,457,262.00 ,60.30 ,4.50 ,1700.00 ,7.70 ,0.00 ,356.00 ,60.00 ,7.50 ,1698.00 ,7.80 ,0.00 ,251.00 ,98.00 ,81.60 ,0.30 ,1659.00 ,7.80 ,25,64.00 ,24.00 ,87.50 ,0.08 ,1631.00 ,0.00 ,72.50 ,96.00 ,0.00 ,74.5,85.7,86,90.80 ,98.30 ,D-18/10/91
29448.00 ,0.13,8.20 ,192,357,286.00 ,79.00 ,0.00 ,2950.00 ,7.90 ,127,230.00 ,70.40 ,0.00 ,2980.00 ,7.70 ,158,304.00 ,92.00 ,89.10 ,0.00 ,2780.00 ,7.60 ,27,77.00 ,31.00 ,87.70 ,0.00 ,2790.00 ,0.00 ,60.00 ,0.00 ,82.9,74.7,85.9,78.4,89.20 ,68.20 ,D-18/11/90
36452.00 ,0.47,8.20 ,154,310,128.00 ,71.90 ,3.00 ,1520.00 ,8.20 ,164,148.00 ,70.30 ,3.00 ,1350.00 ,8.10 ,126,237.00 ,82.00 ,80.50 ,0.20 ,1403.00 ,7.70 ,15,50.00 ,11.00 ,90.90 ,0.00 ,1280.00 ,23.2,44.60 ,93.30 ,88.1,78.9,90.3,83.9,91.40 ,100.00 ,D-18/12/90
34893.00 ,1.2,8.00 ,235,0.00 ,228.00 ,75.40 ,7.00 ,1532.00 ,8.00 ,232,252.00 ,77.80 ,8.00 ,1532.00 ,7.80 ,165,345.00 ,92.00 ,80.40 ,0.30 ,1478.00 ,7.60 ,25,125.00 ,25.00 ,90.60 ,0.00 ,1445.00 ,28.9,63.50 ,96.90 ,84.8,63.8,89.4,0.00 ,89.00 ,100.00 ,D-18/2/90
34045.00 ,1.32,8.00 ,129,506,178.00 ,62.90 ,4.00 ,1180.00 ,8.00 ,109,186.00 ,62.40 ,3.80 ,1148.00 ,7.90 ,126,269.00 ,90.00 ,77.80 ,0.40 ,1255.00 ,7.60 ,22,54.00 ,19.00 ,89.50 ,0.01 ,1406.00 ,0.00 ,51.60 ,90.80 ,82.5,79.9,82.9,89.3,89.30 ,100.00 ,D-18/2/91
40376.00 ,0.00 ,8.10 ,204,333,174.00 ,67.80 ,3.00 ,2390.00 ,7.80 ,231,156.00 ,74.40 ,2.50 ,2540.00 ,7.80 ,136,325.00 ,78.00 ,79.50 ,0.40 ,2580.00 ,7.60 ,32,153.00 ,98.00 ,87.80 ,0.00 ,2550.00 ,41.1,50.00 ,84.00 ,76.5,52.9,84.3,54.1,43.70 ,100.00 ,D-18/3/90
27968.00 ,1.6,8.00 ,202,471,242.00 ,63.60 ,5.50 ,1158.00 ,8.00 ,278,340.00 ,60.60 ,6.50 ,1160.00 ,7.90 ,118,277.00 ,106.00 ,73.60 ,0.40 ,1205.00 ,7.70 ,25,83.00 ,21.00 ,76.20 ,0.00 ,1285.00 ,57.6,68.80 ,94.60 ,78.8,70,87.6,82.4,91.30 ,100.00 ,D-18/3/91
34069.00 ,1.2,7.50 ,89,298,116.00 ,68.90 ,2.00 ,1119.00 ,7.70 ,89,120.00 ,70.00 ,2.30 ,1103.00 ,7.70 ,79,250.00 ,74.00 ,81.00 ,0.20 ,1188.00 ,7.60 ,16,42.00 ,22.00 ,83.60 ,0.03 ,1149.00 ,11.2,38.30 ,91.10 ,79.7,83.2,82,85.9,81.00 ,98.80 ,D-18/4/90
33813.00 ,2.85,7.70 ,212,468,224.00 ,66.10 ,4.50 ,1475.00 ,7.80 ,337,260.00 ,62.30 ,6.00 ,1506.00 ,7.90 ,149,320.00 ,114.00 ,75.40 ,0.30 ,1612.00 ,7.80 ,18,92.00 ,14.00 ,85.70 ,0.02 ,1654.00 ,55.8,56.20 ,95.80 ,87.9,71.3,91.5,80.3,93.80 ,99.60 ,D-18/4/91
33711.00 ,2.5,8.00 ,345,457,288.00 ,59.70 ,7.50 ,1272.00 ,7.90 ,0.00 ,348.00 ,63.20 ,9.00 ,1336.00 ,7.90 ,0.00 ,372.00 ,146.00 ,72.60 ,2.00 ,1369.00 ,7.80 ,19,88.00 ,19.00 ,78.90 ,0.00 ,1437.00 ,0.00 ,58.00 ,77.80 ,0.00 ,76.3,94.5,80.7,93.40 ,100.00 ,D-18/5/90
34647.00 ,1,7.50 ,193,342,260.00 ,50.80 ,3.00 ,985.00 ,7.60 ,230,424.00 ,44.30 ,6.00 ,1008.00 ,7.60 ,132,223.00 ,174.00 ,50.60 ,0.40 ,992.00 ,7.30 ,0.00 ,0.00 ,22.00 ,69.10 ,0.00 ,1218.00 ,42.6,59.00 ,93.30 ,0.00 ,0.00 ,0.00 ,0.00 ,91.50 ,100.00 ,D-18/6/90
34097.00 ,0.72,7.80 ,192,330,190.00 ,57.90 ,5.50 ,1775.00 ,7.80 ,206,218.00 ,55.10 ,5.50 ,1782.00 ,7.80 ,117,275.00 ,82.00 ,73.20 ,0.20 ,1716.00 ,7.70 ,10,70.00 ,19.00 ,67.40 ,0.02 ,1605.00 ,43.2,62.40 ,96.40 ,91.5,74.5,94.8,78.8,90.00 ,99.60 ,D-18/6/91
35445.00 ,2.5,7.90 ,182,388,272.00 ,43.40 ,3.50 ,1704.00 ,7.90 ,166,262.00 ,48.10 ,4.00 ,1731.00 ,7.90 ,110,274.00 ,82.00 ,51.20 ,0.20 ,1734.00 ,8.00 ,18,71.00 ,18.00 ,53.30 ,0.00 ,1788.00 ,33.7,68.70 ,96.30 ,83.6,74.1,90.1,81.7,93.40 ,100.00 ,D-18/7/90
0.00 ,0.7,7.60 ,149,359,242.00 ,61.20 ,4.00 ,1315.00 ,7.70 ,221,280.00 ,62.90 ,7.00 ,1240.00 ,7.70 ,121,294.00 ,138.00 ,62.30 ,0.70 ,1250.00 ,7.80 ,105,290.00 ,104.00 ,86.50 ,0.00 ,1434.00 ,45.2,50.70 ,90.00 ,13.2,1.4,29.5,19.2,57.00 ,100.00 ,D-18/7/91
27933.00 ,0.2,7.60 ,158,375,178.00 ,60.70 ,3.50 ,1049.00 ,7.70 ,153,168.00 ,59.50 ,3.00 ,992.00 ,7.70 ,49,177.00 ,56.00 ,71.40 ,0.10 ,910.00 ,7.90 ,9,103.00 ,30.00 ,64.00 ,0.05 ,828.00 ,68,66.70 ,96.70 ,81.6,41.8,94.3,72.5,83.10 ,98.60 ,D-18/8/91
49986.00 ,2.71,7.80 ,158,256,194.00 ,47.40 ,3.00 ,1831.00 ,7.80 ,218,240.00 ,46.70 ,4.00 ,1860.00 ,7.80 ,94,198.00 ,98.00 ,59.20 ,0.30 ,1862.00 ,7.70 ,10,66.00 ,9.00 ,75.60 ,0.00 ,1813.00 ,56.9,59.20 ,92.50 ,89.4,66.7,93.7,74.2,95.40 ,100.00 ,D-18/9/90
40347.00 ,1.75,7.70 ,155,338,132.00 ,69.70 ,2.70 ,1332.00 ,7.70 ,180,160.00 ,68.80 ,2.50 ,1366.00 ,7.70 ,152,319.00 ,94.00 ,72.30 ,0.60 ,1442.00 ,7.40 ,22,87.00 ,27.00 ,77.80 ,0.05 ,1482.00 ,15.6,41.30 ,76.00 ,85.5,72.7,85.8,74,79.50 ,98.10 ,D-19/1/90
46200.00 ,2.5,8.30 ,192,294,172.00 ,55.80 ,3.50 ,1983.00 ,8.30 ,157,150.00 ,61.30 ,2.00 ,1934.00 ,8.10 ,107,207.00 ,104.00 ,61.50 ,0.40 ,1886.00 ,7.90 ,15,69.00 ,20.00 ,84.00 ,0.02 ,1880.00 ,31.8,30.70 ,82.50 ,86,66.7,92.2,76.5,88.40 ,99.40 ,D-19/10/90
33370.00 ,0.12,7.80 ,223,511,202.00 ,63.40 ,4.70 ,1473.00 ,7.80 ,228,276.00 ,59.40 ,5.50 ,1584.00 ,7.70 ,122,273.00 ,86.00 ,72.10 ,0.20 ,1510.00 ,7.80 ,22,81.00 ,22.00 ,81.80 ,0.02 ,1504.00 ,46.5,68.80 ,96.40 ,82,70.3,0.00 ,84.1,89.10 ,99.60 ,D-19/10/91
35825.00 ,1.4,8.00 ,111,371,142.00 ,73.20 ,4.50 ,1440.00 ,8.00 ,157,154.00 ,71.40 ,4.00 ,1437.00 ,7.90 ,109,197.00 ,80.00 ,90.00 ,0.20 ,1560.00 ,7.70 ,14,131.00 ,24.00 ,83.30 ,0.01 ,1757.00 ,30.6,48.10 ,96.30 ,87.2,33.5,87.4,64.7,83.10 ,99.80 ,D-19/11/90
34361.00 ,1.2,8.20 ,172,345,152.00 ,73.70 ,4.30 ,1552.00 ,8.20 ,286,156.00 ,74.40 ,3.50 ,1500.00 ,8.20 ,140,310.00 ,74.00 ,83.80 ,0.20 ,1736.00 ,7.80 ,16,85.00 ,14.00 ,94.30 ,0.00 ,1679.00 ,51,52.60 ,94.30 ,88.6,72.6,90.7,75.4,90.80 ,100.00 ,D-19/12/90
37102.00 ,2,7.80 ,196,353,174.00 ,67.80 ,4.00 ,1315.00 ,7.80 ,152,162.00 ,76.50 ,3.00 ,1322.00 ,7.70 ,127,270.00 ,100.00 ,74.00 ,0.80 ,1337.00 ,7.60 ,24,71.00 ,24.00 ,91.70 ,0.02 ,1509.00 ,16.4,38.30 ,73.30 ,81.1,73.7,87.8,79.9,86.20 ,99.50 ,D-19/2/90
36421.00 ,2.98,8.20 ,240,507,356.00 ,60.70 ,9.00 ,1672.00 ,8.20 ,225,300.00 ,60.70 ,8.00 ,1663.00 ,8.10 ,135,293.00 ,94.00 ,76.60 ,0.40 ,1622.00 ,7.70 ,22,78.00 ,20.00 ,86.00 ,0.02 ,1454.00 ,40,68.70 ,95.00 ,83.7,73.4,90.8,84.6,94.40 ,100.00 ,D-19/2/91
40923.00 ,3.5,7.60 ,146,329,188.00 ,57.40 ,2.50 ,1300.00 ,7.60 ,162,132.00 ,63.60 ,2.00 ,1324.00 ,7.60 ,109,243.00 ,88.00 ,81.80 ,0.20 ,1467.00 ,7.50 ,19,94.00 ,41.00 ,82.90 ,0.02 ,1545.00 ,32.7,33.30 ,90.00 ,82.6,61.3,87,71.4,78.20 ,99.20 ,D-19/3/90
30853.00 ,1.24,8.00 ,179,455,168.00 ,70.20 ,4.30 ,1410.00 ,8.00 ,179,166.00 ,69.90 ,3.00 ,1347.00 ,7.90 ,0.00 ,376.00 ,104.00 ,78.80 ,0.10 ,1371.00 ,7.60 ,24,99.00 ,22.00 ,86.40 ,0.00 ,1203.00 ,0.00 ,37.30 ,96.70 ,0.00 ,73.7,86.6,78.2,86.90 ,100.00 ,D-19/3/91
37782.00 ,1.2,8.10 ,155,382,174.00 ,66.70 ,7.00 ,1205.00 ,7.90 ,295,212.00 ,73.60 ,5.50 ,1319.00 ,7.80 ,147,312.00 ,90.00 ,75.60 ,0.30 ,1246.00 ,7.60 ,18,87.00 ,24.00 ,76.70 ,0.05 ,1244.00 ,50.2,57.50 ,94.50 ,87.8,72.1,88.4,77.2,86.20 ,99.30 ,D-19/4/90
35456.00 ,6.36,8.10 ,184,412,216.00 ,62.00 ,5.00 ,1800.00 ,8.10 ,194,234.00 ,61.50 ,5.00 ,1770.00 ,8.00 ,116,276.00 ,106.00 ,66.00 ,0.50 ,1817.00 ,7.70 ,14,84.00 ,12.00 ,91.70 ,0.02 ,1760.00 ,40.2,54.70 ,90.00 ,87.9,69.6,92.4,79.6,94.40 ,99.60 ,D-19/4/91
32835.00 ,1.74,7.80 ,159,516,248.00 ,61.30 ,5.00 ,1405.00 ,7.70 ,201,314.00 ,55.40 ,5.00 ,1340.00 ,7.80 ,127,314.00 ,104.00 ,71.20 ,0.40 ,1381.00 ,7.70 ,17,72.00 ,15.00 ,86.70 ,0.01 ,1390.00 ,36.8,66.90 ,92.00 ,86.6,77.1,89.3,86,94.00 ,99.80 ,D-19/5/91
36967.00 ,1,7.60 ,202,426,248.00 ,80.60 ,5.50 ,2310.00 ,7.70 ,326,404.00 ,56.40 ,7.00 ,2180.00 ,7.70 ,142,280.00 ,146.00 ,65.80 ,0.60 ,1909.00 ,7.70 ,33,92.00 ,23.00 ,73.00 ,0.02 ,1813.00 ,56.4,63.90 ,92.10 ,76.8,67.1,83.7,78.4,90.70 ,99.60 ,D-19/6/90
31224.00 ,0.73,7.80 ,231,473,222.00 ,62.20 ,4.50 ,1309.00 ,7.80 ,279,268.00 ,57.50 ,6.00 ,1368.00 ,7.90 ,118,299.00 ,82.00 ,78.00 ,0.20 ,1529.00 ,7.70 ,27,136.00 ,29.00 ,75.90 ,0.02 ,1523.00 ,57.7,69.40 ,97.50 ,77.1,54.5,88.3,71.2,86.90 ,99.60 ,D-19/6/91
32540.00 ,1,7.70 ,290,566,352.00 ,52.80 ,8.00 ,2540.00 ,7.70 ,314,358.00 ,54.20 ,8.00 ,2730.00 ,7.70 ,122,304.00 ,78.00 ,89.70 ,0.20 ,2750.00 ,7.90 ,18,116.00 ,15.00 ,93.30 ,0.00 ,2580.00 ,61.1,78.20 ,98.10 ,85.2,61.8,93.8,79.5,95.70 ,100.00 ,D-19/7/90
0.00 ,1,7.60 ,186,495,222.00 ,65.80 ,5.50 ,1518.00 ,7.60 ,168,222.00 ,64.00 ,4.50 ,1496.00 ,7.60 ,110,0.00 ,112.00 ,69.60 ,1.00 ,1505.00 ,7.60 ,101,292.00 ,74.00 ,83.80 ,0.25 ,1642.00 ,34.5,49.50 ,77.80 ,8.2,0.00 ,45.7,41,66.70 ,95.50 ,D-19/7/91
31404.00 ,0.8,8.00 ,0.00 ,321,160.00 ,67.50 ,2.50 ,1096.00 ,7.90 ,0.00 ,164.00 ,61.00 ,2.50 ,1136.00 ,7.90 ,0.00 ,179.00 ,85.00 ,65.90 ,0.30 ,1082.00 ,8.10 ,11,98.00 ,15.00 ,66.70 ,0.00 ,1061.00 ,0.00 ,48.20 ,88.00 ,0.00 ,45.3,0.00 ,69.5,90.60 ,100.00 ,D-19/8/90
27527.00 ,0.2,7.30 ,191,240,166.00 ,73.50 ,3.00 ,1072.00 ,7.40 ,130,156.00 ,75.60 ,2.50 ,1023.00 ,7.40 ,80,0.00 ,71.00 ,77.50 ,0.30 ,990.00 ,7.50 ,8,44.00 ,11.00 ,100.00 ,0.02 ,999.00 ,38.5,54.50 ,88.00 ,90,0.00 ,95.8,81.7,93.40 ,99.30 ,D-19/8/91
51575.00 ,2.42,7.70 ,123,246,186.00 ,39.80 ,2.50 ,1288.00 ,7.70 ,241,300.00 ,25.30 ,4.50 ,1328.00 ,7.70 ,101,202.00 ,86.00 ,37.20 ,0.20 ,1287.00 ,7.70 ,12,70.00 ,15.00 ,56.00 ,0.02 ,1317.00 ,58.1,71.30 ,95.60 ,88.1,65.3,90.2,71.5,91.90 ,99.20 ,D-19/9/90
41230.00 ,0.35,7.60 ,120,344,136.00 ,54.40 ,4.50 ,993.00 ,7.50 ,0.00 ,188.00 ,55.30 ,3.00 ,972.00 ,7.60 ,0.00 ,259.00 ,70.00 ,48.60 ,0.20 ,921.00 ,7.50 ,16,97.00 ,17.00 ,51.80 ,0.03 ,903.00 ,0.00 ,62.80 ,93.30 ,0.00 ,62.5,86.7,71.8,87.50 ,99.40 ,D-2/1/90
32441.00 ,0.8,8.10 ,198,351,134.00 ,76.10 ,2.50 ,1341.00 ,8.10 ,264,142.00 ,73.20 ,2.50 ,1300.00 ,8.10 ,138,234.00 ,98.00 ,83.70 ,0.30 ,1355.00 ,7.90 ,15,77.00 ,17.00 ,85.30 ,0.01 ,1394.00 ,47.7,31.00 ,88.00 ,89.1,67.1,92.4,78.1,87.30 ,99.60 ,D-2/1/91
47623.00 ,3.4,7.70 ,283,310,170.00 ,61.20 ,2.50 ,1065.00 ,7.80 ,235,270.00 ,51.10 ,5.50 ,1100.00 ,7.80 ,110,227.00 ,108.00 ,66.70 ,0.50 ,1090.00 ,7.90 ,16,85.00 ,20.00 ,80.00 ,0.02 ,993.00 ,53.2,60.00 ,91.80 ,85.5,62.6,94.3,72.6,88.20 ,99.20 ,D-2/10/90
